alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;energie_kj;energie_kcal;protein;carbohydrates;lipid;sugar;salt;price;img_path
produits à base de poissons et produits de la mer;-;Rillettes de saumon, préemballées;985;237;15,1;2;18,4;0,9;1,3;;
produits à base de poissons et produits de la mer;-;Rillettes de thon, préemballées;826;199;16,4;1,65;13,8;1,2;1,24;;
produits à base de poissons et produits de la mer;-;Rillettes de maquereau, préemballées;1020;246;11;1;22;0;-;;
produits à base de poissons et produits de la mer;-;Terrine de poisson, préemballée;714;171;11;5,5;11,4;0,2;1,25;;
produits à base de poissons et produits de la mer;-;Terrine de fruits de mer, avec ou sans poisson, préemballée;782;188;8,4;6,5;14;1,2;1,48;;
produits à base de poissons et produits de la mer;-;Tarama, préemballé;2200;534;6,75;3,19;54,8;0,75;1,69;;
produits à base de poissons et produits de la mer;-;Calmar ou Calamar ou encornet, à la romaine (beignet);1050;252;8,69;21,2;14,4;2,58;2,13;;
produits à base de poissons et produits de la mer;-;Crabe, miettes et ou pattes décortiquées, appertisé, égoutté;468;111;14,8;8,72;1,8;0,6;1,59;;
produits à base de poissons et produits de la mer;-;Langoustine, panée, frite;1180;282;10,9;29;13,6;traces;1,65;;
produits à base de poissons et produits de la mer;-;Beignet de crevette;930;222;6,5;26;10;11;1,9;;
produits à base de poissons et produits de la mer;-;Moule, appertisée, égouttée;431;102;14,6;5,93;2,2;0,5;1,6;;
produits à base de poissons et produits de la mer;-;Escargot en sauce au beurre persillé, préemballé, cuit;1150;277;12,9;2,26;23,7;1,02;1,66;;
produits à base de poissons et produits de la mer;-;Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée;605;145;12,5;5;7,9;3,7;1,73;;
produits à base de poissons et produits de la mer;-;Accra de poisson;1140;275;12,4;15,1;17,6;2,55;1,24;;
produits à base de poissons et produits de la mer;-;Carpaccio de saumon avec marinade;810;194;19,8;0,22;12,7;0;0,098;;
produits à base de poissons et produits de la mer;-;Maquereau, filet grillé, appertisé, nature, égoutté;1020;246;19,7;0,55;18,3;-;0,84;;
produits à base de poissons et produits de la mer;-;Anchois, filets roulés aux câpres, semi-conserve, égoutté;830;198;24,8;1,48;10,3;-;-;;
produits à base de poissons et produits de la mer;-;Anchois, filets à l'huile, semi-conserve, égoutté;765;182;26,4;< 0,2;8,45;0;11,3;;
produits à base de poissons et produits de la mer;-;Carrelet ou plie, pané, frit;1010;242;13,4;8,86;16,8;-;0,66;;
produits à base de poissons et produits de la mer;-;Oeufs de lompe, semi-conserve;462;111;10,4;1;7,27;0;4,87;;
produits à base de poissons et produits de la mer;-;Caviar, semi-conserve;1060;254;25;traces;17,1;traces;-;;
produits à base de poissons et produits de la mer;-;Hareng mariné ou rollmops;880;211;13,7;8;13,8;1,9;2,56;;
produits à base de poissons et produits de la mer;-;Limande-sole, panée, frite;863;206;16,7;11,9;10,2;1;0,69;;
produits à base de poissons et produits de la mer;-;Pilchard, sauce tomate, appertisé, égoutté;696;167;13;3,99;11;1;1;;
produits à base de poissons et produits de la mer;-;Poisson, croquette ou beignet ou nuggets, frit;1060;255;13,2;18,4;13,7;1,6;1,04;;
produits à base de poissons et produits de la mer;-;Poisson pané, surgelé, cru;679;162;11;16,1;5,73;2,2;0,69;;
produits à base de poissons et produits de la mer;-;Poisson pané, frit;809;193;11,9;13,4;10;1,1;0,84;;
produits à base de poissons et produits de la mer;-;Sardine, à l'huile, appertisée, égouttée;867;207;24,4;0,49;12;0;0,75;;
produits à base de poissons et produits de la mer;-;Sardine, sauce tomate, appertisée, égouttée;804;193;20,2;1,38;11,6;0,7;0,7;;
produits à base de poissons et produits de la mer;-;Thon, au naturel, appertisé, égoutté;471;111;26,8;0;0,4;0;0,74;;
produits à base de poissons et produits de la mer;-;Sardine, à l'huile d'olive, appertisée, égouttée;845;202;24,3;1,06;11,2;0;0,73;;
produits à base de poissons et produits de la mer;-;Surimi, bâtonnets, tranche ou râpé saveur crabe;525;125;8,31;11,8;4,92;2,1;1,58;;
produits à base de poissons et produits de la mer;-;Oeufs de cabillaud, fumés, semi-conserve;614;146;26,9;0,1;4,2;-;0,73;;
produits à base de poissons et produits de la mer;-;Thon germon ou thon blanc, cuit à la vapeur sous pression;697;165;30;0;5,06;-;0,1;;
produits à base de poissons et produits de la mer;-;Maquereau, filet sauce tomate, appertisé, égoutté;946;227;17,7;1,94;16,3;0,94;0,64;;
produits à base de poissons et produits de la mer;-;Maquereau, filet sauce moutarde, appertisé, égoutté;902;217;20,8;1,09;14,2;0,8;1,01;;
produits à base de poissons et produits de la mer;-;Maquereau, filet au vin blanc, appertisé, égoutté;862;207;17,8;2,25;14,1;0,5;0,97;;
produits à base de poissons et produits de la mer;-;Saumon, appertisé, égoutté;751;180;20,5;1,5;10,2;-;1,22;;
produits à base de poissons et produits de la mer;-;Maquereau, au naturel, appertisé, égoutté;787;189;21,6;0;11,4;0;1,21;;
produits à base de poissons et produits de la mer;-;Merlan, pané;797;190;12,6;13;9,57;1,7;0,64;;
produits à base de poissons et produits de la mer;-;Foie de morue, appertisé, égoutté;1790;433;7,25;1,1;44,4;-;1,12;;
produits à base de poissons et produits de la mer;-;Oeufs de truite, semi-conserve;-;-;26,3;-;9,5;< 0,2;2,68;;
produits à base de poissons et produits de la mer;-;Anchois au sel (anchoité, semi-conserve);540;128;25;0;3,1;0;9,01;;
produits à base de poissons et produits de la mer;-;Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté;807;192;31,3;1,01;6,95;0;0,67;;
produits à base de poissons et produits de la mer;-;Thon à l'huile de tournesol, entier, appertisé, égoutté;861;206;23,3;0,76;12,2;-;0,93;;
produits à base de poissons et produits de la mer;-;Thon albacore ou thon jaune, au naturel, appertisé, égoutté;542;128;26,6;0,58;1,98;< 0,094;0,71;;
produits à base de poissons et produits de la mer;-;Maquereau, mariné;768;185;16,3;traces;13,3;-;2,29;;
produits à base de poissons et produits de la mer;-;Anchois commun, mariné, préemballé;573;136;23,9;2,7;3,26;0;5,58;;
produits à base de poissons et produits de la mer;-;Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés;889;213;21,5;0,62;13,9;0;0,7;;
produits à base de poissons et produits de la mer;-;Surimi, fourré au fromage;619;149;6,6;9,24;9,3;2,8;1,72;;
produits à base de poissons et produits de la mer;-;Thon à la tomate, miettes, appertisées, égouttées;545;130;14,6;4,33;5,93;3,33;1,22;;
produits à base de poissons et produits de la mer;-;Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé;594;142;10,8;5,05;8,6;2,93;1;;
produits à base de poissons et produits de la mer;-;Thon à l'huile de tournesol, miettes, appertisées, égouttées;946;227;23,4;0;14,8;< 0,25;0,85;;
produits à base de poissons et produits de la mer;-;Oeufs de saumon, semi-conserve;938;224;30,8;1,5;10,5;< 0,2;2,34;;
œufs;œufs cuits;Oeuf, blanc (blanc d'oeuf), cuit;201;47,3;10,3;1,12;0,17;0,7;0,39;;
œufs;œufs cuits;Oeuf, jaune (jaune d'oeuf), cuit;1410;340;16;1,31;30,1;0,55;0,035;;
œufs;œufs cuits;Oeuf, dur;557;134;13,5;0,52;8,62;0,52;0,31;;
œufs;œufs cuits;Oeuf, poché;575;138;12,5;0,71;9,47;0,37;0,2;;
œufs;œufs cuits;Oeuf, à la coque;590;142;12,2;1,08;9,82;0,77;0,2;;
œufs;œufs cuits;Oeuf, au plat, frit, salé;847;204;14,3;0,74;16;0,4;0,36;;
œufs;œufs cuits;Oeuf, brouillé, avec matière grasse;604;145;9,99;1,62;11;1,43;0,36;;
œufs;œufs cuits;Oeuf, au plat, sans matière grasse;611;147;13,8;1,01;9,72;-;0,4;;
œufs;œufs crus;Oeuf, cru;584;140;12,7;0,27;9,83;0,27;0,31;;
œufs;œufs crus;Oeuf, blanc (blanc d'oeuf), cru;204;48,1;10,8;0,85;0,19;0,71;0,42;;
œufs;œufs crus;Oeuf, jaune (jaune d'oeuf), cru;1270;307;15,5;1,09;26,7;0,56;0,048;;
œufs;œufs crus;Oeuf de caille, cru;639;154;13,1;0,41;11,1;0,4;0,35;;
œufs;œufs crus;Oeuf de cane, cru;753;181;13;1,31;13,8;0,93;0,37;;
œufs;œufs crus;Oeuf d'oie, cru;750;180;13,8;1,4;13,3;0,94;0,35;;
œufs;œufs crus;Oeuf de dinde, cru;691;166;13,7;1,13;11,9;1;0,38;;
œufs;omelettes et autres ovoproduits;Oeuf, jaune (jaune d'oeuf), en poudre;2730;660;34,1;2,77;57;0,07;0,37;;
œufs;omelettes et autres ovoproduits;Oeuf, blanc (blanc d'oeuf), en poudre;1510;356;81,2;7,73;0;5,4;3,2;;
œufs;omelettes et autres ovoproduits;Oeuf, en poudre;2420;582;47,9;3,11;42;0,3;1,25;;
œufs;omelettes et autres ovoproduits;Omelette au fromage;1060;255;17,7;2,56;19,3;0,4;0,58;;
œufs;omelettes et autres ovoproduits;Omelette aux lardons;1110;267;12,5;1,46;23,5;0,68;0,98;;
œufs;omelettes et autres ovoproduits;Omelette aux champignons;520;125;8,09;2,28;9,2;0,7;0,35;;
œufs;omelettes et autres ovoproduits;Omelette aux fines herbes;612;147;9,5;1,98;11,2;0,8;0,43;;
œufs;omelettes et autres ovoproduits;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée;686;165;5,56;11,7;9,9;1,22;1,06;;
œufs;omelettes et autres ovoproduits;Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen);764;184;9,82;5,07;13,5;0,81;0,71;;
substitus de produits carnés;-;Protéine de soja texturée, réhydratée;630;150;20,4;7,03;2,9;3,65;< 0,013;;
substitus de produits carnés;-;Tofu nature, préemballé;617;148;14,7;2,87;8,5;0,57;0,025;;
substitus de produits carnés;-;Tofu fumé, préemballé;685;164;16,4;2,91;9,5;0,85;0,74;;
substitus de produits carnés;-;Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé;662;157;21,3;6,76;3,7;2,57;1,68;;
substitus de produits carnés;-;Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé;775;185;19,3;8,19;7;2,07;1,24;;
substitus de produits carnés;-;Seitan, préemballé;566;134;20,6;6,74;2,5;0,81;1,13;;
laits;laits de vaches liquides (non concentrés);Lait entier, UHT;272;65,1;3,25;4,85;3,63;4,2;0,11;;
laits;laits de vaches liquides (non concentrés);Lait entier, pasteurisé;236;56,5;3,23;3,47;3,3;-;0,2;;
laits;laits de vaches liquides (non concentrés);Lait demi-écrémé, UHT, enrichi en vitamine D seulement;196;46,6;3,31;4,8;1,52;4,5;0,09;;
laits;laits de vaches liquides (non concentrés);Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines;186;44,1;3,31;4,79;1,25;4,5;0,088;;
laits;laits de vaches liquides (non concentrés);Lait, teneur en matière grasse inconnue, UHT (aliment moyen);199;47,3;3,32;4,82;1,59;4,62;0,092;;
laits;laits de vaches liquides (non concentrés);Lait demi-écrémé, UHT;198;47;3,31;4,83;1,55;4,66;0,09;;
laits;laits de vaches liquides (non concentrés);Lait demi-écrémé, pasteurisé;195;46,4;3,13;4,9;1,54;4,81;0,078;;
laits;laits de vaches liquides (non concentrés);Lait écrémé, UHT;142;33,4;3,44;4,64;0,06;4,64;0,098;;
laits;laits de vaches liquides (non concentrés);Lait écrémé, pasteurisé;146;34,5;3,21;4,99;0,19;4,93;0,11;;
laits;laits de vaches liquides (non concentrés);Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose;187;44,4;3,38;4,69;1,29;4,66;0,088;;
laits;laits autres que de vache;Lait de chèvre, entier, UHT;235;56,1;3,33;4,35;2,83;4,35;0,13;;
laits;laits autres que de vache;Lait de chèvre, demi-écrémé, UHT;193;45,8;3,69;4,13;1,57;4,13;0,15;;
laits;laits autres que de vache;Lait de chèvre, entier, cru;240;57,4;3,15;4,01;3,2;4,01;0,091;;
laits;laits autres que de vache;Lait de jument, entier;210;50;2,36;6,18;1,73;-;0,05;;
laits;laits autres que de vache;Lait de brebis, entier;429;103;5,56;4,5;6,97;4,5;0,11;;
laits;laits de vache concentrés ou en poudre;Lait en poudre, entier;2090;499;26,9;37,5;26,8;37,5;0,9;;
laits;laits de vache concentrés ou en poudre;Lait concentré non sucré, entier;510;122;6,31;9,91;5,9;9,47;0,24;;
laits;laits de vache concentrés ou en poudre;Lait concentré sucré, entier;1360;323;7,54;55,6;7,87;55,6;0,21;;
laits;laits de vache concentrés ou en poudre;Lait en poudre, demi-écrémé;1930;459;30,8;43,4;17,5;43,4;0,78;;
laits;laits de vache concentrés ou en poudre;Lait en poudre, écrémé;1530;361;34,6;54;0,7;53,1;1,21;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei;-;-;2,84;3,64;0,1;3,56;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré;312;73,7;2,92;11,6;1,4;11,3;0,08;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei;-;-;2,75;12,7;1,52;12,5;0,1;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D;-;-;3,02;12,6;1,2;12;0,091;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré;350;82,8;3,03;13,1;1,69;12,8;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D;-;-;2,97;13,9;1,5;13,5;0,1;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei;-;-;2,7;12,9;1,6;12,9;0,1;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;397;94,4;3,75;11,5;3,1;11,5;0,1;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus;-;-;4,58;6,71;0,094;6,37;0,18;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;409;97,2;3,5;13;3,01;12,9;0,14;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol;-;-;3,8;6,6;0,5;5,7;0,16;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus;-;-;4,3;5,75;0,3;5,75;0,14;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus;270;64,5;3,77;3,47;3,6;3,32;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus;-;-;3,73;13,3;2,72;12,6;0,15;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt à la grecque, au lait de brebis;290;69,1;3,76;4,99;3,4;2,6;0,0079;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt à la grecque, sur lit de fruits;-;-;2,27;16,3;6,3;15;0,098;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt au lait de brebis, aromatisé, sucré;394;93,7;4,94;9,33;3,7;8,3;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt au lait de brebis, nature, 3% MG environ;-;-;5,6;4,6;3;2,8;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt au lait de chèvre, nature, 5% MG environ;305;73,4;4,06;1,12;5,2;1,12;0,09;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré;-;-;2,89;15,2;3,91;14,6;0,099;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG;-;-;4,53;8,25;1,08;6,78;0,17;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG;232;54,5;4,44;8,29;0,06;4,23;0,15;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré;375;89,1;3,35;12,2;2,6;12,1;0,15;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème;-;-;3,02;13,4;5,45;12,4;0,093;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D;-;-;3,36;13,6;1,79;12,9;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux céréales;-;-;3,57;11,3;3,43;9,9;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré;510;122;3,44;14,1;5,1;14;0,085;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG;165;38,9;4,13;3,72;< 0,3;3,72;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;-;-;4,45;7,45;0,097;6,31;0,16;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré;404;95,7;3,54;14,2;2,4;13,6;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème;457;109;2,38;14,5;4,28;13,7;0,093;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D;-;-;3,44;14;2,35;12,7;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, nature;191;45,5;3,88;2,65;1,5;2,65;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG;168;39,4;4,73;4,1;0,064;4,1;0,14;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D;-;-;4,5;5;0;4,8;0,14;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D;-;-;4,33;5,4;1,17;5,13;0,17;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;476;115;3;3,08;9,8;3,08;0,088;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;356;84,3;3,41;12,5;1,95;12,5;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt ou spécialité laitière nature (aliment moyen);238;56,8;3,8;4,73;2,3;4,67;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen);292;69,4;3,57;7,47;2,5;7,24;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt ou spécialité laitière aux fruits (aliment moyen);392;93,1;3,14;12,8;2,89;12,2;0,11;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée;415;98,3;7,31;11,5;2,29;11,3;0,083;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen);180;42,4;4,2;4,92;0,13;4,01;0,12;;
produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen);392;93,2;3,17;12,9;2,81;12,5;0,12;;
